2026-09-10 08:16:16 | NOT_FOUND  | TMDB_NO_MA | Spider-Man: Far From Home                | Spider-Man: Far From Home                | P:-   B:-   L:-   M:-  
2026-09-10 09:34:17 | NOT_FOUND  | TMDB_NO_MA | Policjanci z sąsiedztwa 4 (odc. 19)      | Policjanci z sąsiedztwa                  | P:-   B:-   L:-   M:-  
2026-09-10 09:34:19 | NOT_FOUND  | TMDB_NO_MA | Kobra - oddział specjalny 24: odc.4      | Kobra - oddział specjalny                | P:-   B:-   L:-   M:-  
2026-09-10 09:34:19 | NOT_FOUND  | TMDB_NO_MA | Piekło na Ziemi: odc.6                   | Piekło na Ziemi                          | P:-   B:-   L:-   M:-  
2026-09-10 09:34:20 | NOT_FOUND  | TMDB_NO_MA | Świat według Kiepskich: Bezpieczeństwo i | Świat według Kiepskich: Bezpieczeństwo i | P:-   B:-   L:-   M:-  
2026-09-10 09:34:22 | NOT_FOUND  | TMDB_NO_MA | Świat według Bundych: odc.5              | Świat według Bundych                     | P:-   B:-   L:-   M:-  
2026-09-10 09:34:32 | NOT_FOUND  | TMDB_NO_MA | Nadzieja                                 | Nadzieja                                 | P:-   B:-   L:-   M:-  
2026-09-10 09:34:36 | NOT_FOUND  | TMDB_NO_MA | Malanowski i partnerzy: odc.430          | Malanowski i partnerzy                   | P:-   B:-   L:-   M:-  
2026-09-10 09:34:40 | NOT_FOUND  | TMDB_NO_MA | Jeźdźcy smoków: Na końcu świata 7 (odc.  | Jeźdźcy smoków: Na końcu świata          | P:-   B:-   L:-   M:-  
2026-09-10 09:34:41 | NOT_FOUND  | TMDB_NO_MA | Oszukane 1 (odc. 5)                      | Oszukane                                 | P:-   B:-   L:-   M:-  
2026-09-10 09:34:43 | NOT_FOUND  | TMDB_NO_MA | Dorwać tuńczyka: odc.6                   | Dorwać tuńczyka                          | P:-   B:-   L:-   M:-  
2026-09-10 09:34:43 | NOT_FOUND  | TMDB_NO_MA | Wojny kontenerowe 1 (odc. 15)            | Wojny kontenerowe                        | P:-   B:-   L:-   M:-  
2026-09-10 09:34:48 | NOT_FOUND  | TMDB_NO_MA | Zaklinaczka duchów 5 (odc. 3)            | Zaklinaczka duchów                       | P:-   B:-   L:-   M:-  
2026-09-10 09:34:48 | NOT_FOUND  | TMDB_NO_MA | Nie igraj z aniołem 1 (odc. 158)         | Nie igraj z aniołem                      | P:-   B:-   L:-   M:-  
2026-09-10 09:34:50 | NOT_FOUND  | TMDB_NO_MA | Tomek i przyjaciele: Naprzód lokomotywy! | Tomek i przyjaciele: Naprzód lokomotywy! | P:-   B:-   L:-   M:-  
2026-09-10 09:34:52 | NOT_FOUND  | TMDB_NO_MA | Na sygnale: Ustawka                      | Na sygnale: Ustawka                      | P:-   B:-   L:-   M:-  
2026-09-10 09:34:56 | NOT_FOUND  | ELCIN_NO_M | Wielkie przygody małego rekina 3 (odc. 2 | Wielkie przygody małego rekina           | P:-   B:-   L:-   M:-  
2026-09-10 09:34:59 | NOT_FOUND  | TMDB_NO_MA | Panna młoda: odc.193                     | Panna młoda                              | P:-   B:-   L:-   M:-  
2026-09-10 09:35:01 | NOT_FOUND  | TMDB_NO_MA | Kryminalna siódemka                      | Kryminalna siódemka                      | P:-   B:-   L:-   M:-  
2026-09-10 09:35:01 | NOT_FOUND  | TMDB_NO_MA | Wykrywacz kłamstw                        | Wykrywacz kłamstw                        | P:-   B:-   L:-   M:-  
2026-09-10 09:35:01 | NOT_FOUND  | TMDB_NO_MA | Całkiem niezła historia: Powrót do domu  | Całkiem niezła historia: Powrót do domu  | P:-   B:-   L:-   M:-  
2026-09-10 09:35:01 | NOT_FOUND  | TMDB_NO_MA | Portfel Kowalskiego                      | Portfel Kowalskiego                      | P:-   B:-   L:-   M:-  
2026-09-10 09:35:01 | NOT_FOUND  | TMDB_NO_MA | Złoty chłopak                            | Złoty chłopak                            | P:-   B:-   L:-   M:-  
2026-09-10 09:35:01 | NOT_FOUND  | ELCIN_NO_M | Jedzenie ma znaczenie: odc.26            | Jedzenie ma znaczenie                    | P:-   B:-   L:-   M:-  
2026-09-10 09:35:11 | NOT_FOUND  | TMDB_NO_MA | Fani czterech kółek 18: odc.4            | Fani czterech kółek                      | P:-   B:-   L:-   M:-  
2026-09-10 09:35:16 | NOT_FOUND  | TMDB_NO_MA | Forum                                    | Forum                                    | P:-   B:-   L:-   M:-  
2026-09-10 09:35:17 | NOT_FOUND  | TMDB_NO_MA | 3 auf zwei                               | 3 auf zwei                               | P:-   B:-   L:-   M:-  
2026-09-10 09:35:17 | NOT_FOUND  | TMDB_NO_MA | Tagesschau vor 20 Jahren                 | Tagesschau vor 20 Jahren                 | P:-   B:-   L:-   M:-  
2026-09-10 09:35:19 | NOT_FOUND  | TMDB_NO_MA | Bienvenue chez les Mouche                | Bienvenue chez les Mouche                | P:-   B:-   L:-   M:-  
2026-09-10 09:35:19 | NOT_FOUND  | ELCIN_NO_M | SRF bi de Lüt                            | SRF bi de Lüt                            | P:-   B:-   L:-   M:-  
2026-09-10 09:35:23 | NOT_FOUND  | TMDB_NO_MA | Guardia Costiera - I due rivali          | Guardia Costiera - I due rivali          | P:-   B:-   L:-   M:-  
2026-09-10 09:35:23 | NOT_FOUND  | TMDB_NO_MA | L'uomo di casa - Segreti di famiglia     | L'uomo di casa - Segreti di famiglia     | P:-   B:-   L:-   M:-  
2026-09-10 09:35:23 | NOT_FOUND  | TMDB_NO_MA | La grande prateria                       | La grande prateria                       | P:-   B:-   L:-   M:-  
2026-09-10 09:35:23 | NOT_FOUND  | TMDB_NO_MA | Seaside Hotel - Bufera in arrivo         | Seaside Hotel - Bufera in arrivo         | P:-   B:-   L:-   M:-  
2026-09-10 09:35:23 | NOT_FOUND  | TMDB_NO_MA | Walker, Texas Ranger - Bassifondi        | Walker, Texas Ranger - Bassifondi        | P:-   B:-   L:-   M:-  
2026-09-10 09:35:25 | NOT_FOUND  | TMDB_NO_MA | Modem                                    | Modem                                    | P:-   B:-   L:-   M:-  
2026-09-10 09:35:25 | NOT_FOUND  | TMDB_NO_MA | Radiogiornale                            | Radiogiornale                            | P:-   B:-   L:-   M:-  
2026-09-10 09:35:25 | NOT_FOUND  | TMDB_NO_MA | Millevoci in TV                          | Millevoci in TV                          | P:-   B:-   L:-   M:-  
2026-09-10 09:35:25 | NOT_FOUND  | TMDB_NO_MA | Casa Svizzera                            | Casa Svizzera                            | P:-   B:-   L:-   M:-  
2026-09-10 09:35:25 | NOT_FOUND  | TMDB_NO_MA | Controcorrente in TV                     | Controcorrente in TV                     | P:-   B:-   L:-   M:-  
2026-09-10 09:35:27 | NOT_FOUND  | TMDB_NO_MA | Le 8-9                                   | Le 8-9                                   | P:-   B:-   L:-   M:-  
2026-09-10 09:35:29 | NOT_FOUND  | TMDB_NO_MA | Quoi ? Quand ? Où ?                      | Quoi? Quand? Où?                         | P:-   B:-   L:-   M:-  
2026-09-10 09:35:30 | NOT_FOUND  | TMDB_NO_MA | Le Clan Delon - L'impossible héritage    | Le Clan Delon - L'impossible héritage    | P:-   B:-   L:-   M:-  
2026-09-10 09:35:32 | NOT_FOUND  | TMDB_NO_MA | Dans les coulisses de "Vigilante"        | Dans les coulisses de "Vigilante"        | P:-   B:-   L:-   M:-  
2026-09-10 09:35:32 | NOT_FOUND  | TMDB_NO_MA | Coûte que coûte, c'est notre argent      | Coûte que coûte, c'est notre argent      | P:-   B:-   L:-   M:-  
2026-09-10 09:35:35 | NOT_FOUND  | TMDB_NO_MA | Dans votre canap' VIP                    | Dans votre canap' VIP                    | P:-   B:-   L:-   M:-  
2026-09-10 09:35:37 | NOT_FOUND  | TMDB_NO_MA | Dr. House - Medical division             | Dr. House - Medical division             | P:-   B:-   L:-   M:-  
2026-09-10 09:35:38 | NOT_FOUND  | TMDB_NO_MA | Ore 11                                   | Ore 11                                   | P:-   B:-   L:-   M:-  
2026-09-10 09:35:38 | NOT_FOUND  | TMDB_NO_MA | Segreti di famiglia                      | Segreti di famiglia                      | P:-   B:-   L:-   M:-  
2026-09-10 09:35:45 | NOT_FOUND  | TMDB_NO_MA | TG 1 L.I.S.                              | TG 1 L.I.S                               | P:-   B:-   L:-   M:-  
2026-09-10 09:35:45 | NOT_FOUND  | TMDB_NO_MA | UnoMattina                               | UnoMattina                               | P:-   B:-   L:-   M:-  
2026-09-10 09:35:45 | NOT_FOUND  | TMDB_NO_MA | Storie italiane                          | Storie italiane                          | P:-   B:-   L:-   M:-  
2026-09-10 09:35:47 | NOT_FOUND  | TMDB_NO_MA | I casi della giovane Miss Fisher Vivi e  | I casi della giovane Miss Fisher Vivi e  | P:-   B:-   L:-   M:-  
2026-09-10 09:35:47 | NOT_FOUND  | TMDB_NO_MA | TG Sport Giorno                          | TG Sport Giorno                          | P:-   B:-   L:-   M:-  
2026-09-10 09:35:50 | NOT_FOUND  | TMDB_NO_MA | Private Eyes II ep.12                    | Private Eyes II                          | P:-   B:-   L:-   M:-  
2026-09-10 09:35:50 | NOT_FOUND  | TMDB_NO_MA | Fast Forward VII ep.9                    | Fast Forward VII                         | P:-   B:-   L:-   M:-  
2026-09-10 09:35:50 | NOT_FOUND  | TMDB_NO_MA | Senza Traccia II ep.4                    | Senza Traccia II                         | P:-   B:-   L:-   M:-  
2026-09-10 09:35:59 | NOT_FOUND  | TMDB_NO_MA | Matklocki 6: odc.14                      | Matklocki                                | P:-   B:-   L:-   M:-  
2026-09-10 09:36:17 | NOT_FOUND  | TMDB_NO_MA | Greenowie w wielkim mieście 4: odc.97    | Greenowie w wielkim mieście              | P:-   B:-   L:-   M:-  
2026-09-10 09:36:29 | NOT_FOUND  | TMDB_NO_MA | Psia Brygada 2 (odc. 29)                 | Psia Brygada                             | P:-   B:-   L:-   M:-  
2026-09-10 09:36:31 | NOT_FOUND  | TMDB_NO_MA | Dziewczyna, chłopak, itd.: odc.27        | Dziewczyna, chłopak, itd                 | P:-   B:-   L:-   M:-  
2026-09-10 09:36:33 | NOT_FOUND  | TMDB_NO_MA | Zwariowane Melodie: Kreskówki 1 (odc. 24 | Zwariowane Melodie: Kreskówki            | P:-   B:-   L:-   M:-  
2026-09-10 09:36:37 | NOT_FOUND  | TMDB_NO_MA | Grzmotomocni: Tajniacy 1 (odc. 24)       | Grzmotomocni: Tajniacy                   | P:-   B:-   L:-   M:-  
2026-09-10 09:36:37 | NOT_FOUND  | TMDB_NO_MA | Niebezpieczny oddział 3 (odc. 4)         | Niebezpieczny oddział                    | P:-   B:-   L:-   M:-  
2026-09-10 09:36:39 | NOT_FOUND  | TMDB_NO_MA | Barbapapa - szczęśliwa rodzinka! 1 (odc. | Barbapapa - szczęśliwa rodzinka!         | P:-   B:-   L:-   M:-  
2026-09-10 09:36:39 | NOT_FOUND  | TMDB_NO_MA | Pan Krokodyl 1 (odc. 2)                  | Pan Krokodyl                             | P:-   B:-   L:-   M:-  
2026-09-10 09:36:41 | NOT_FOUND  | TMDB_NO_MA | Wielkodomscy 3 (odc. 5)                  | Wielkodomscy                             | P:-   B:-   L:-   M:-  
2026-09-10 09:36:44 | NOT_FOUND  | TMDB_NO_MA | Było sobie życie 1 (odc. 26)             | Było sobie życie                         | P:-   B:-   L:-   M:-  
2026-09-10 09:36:46 | NOT_FOUND  | TMDB_NO_MA | Cloudy & Stormy 1 (odc. 2)               | Cloudy& Stormy                           | P:-   B:-   L:-   M:-  
2026-09-10 09:36:48 | NOT_FOUND  | TMDB_NO_MA | Ptyś i Bill 2: odc.88                    | Ptyś i Bill                              | P:-   B:-   L:-   M:-  
2026-09-10 09:36:49 | NOT_FOUND  | TMDB_NO_MA | Vida i zwierzaki: odc.9                  | Vida i zwierzaki                         | P:-   B:-   L:-   M:-  
2026-09-10 09:36:49 | NOT_FOUND  | TMDB_NO_MA | Króliczek Bing 4: odc.24                 | Króliczek Bing                           | P:-   B:-   L:-   M:-  
2026-09-10 09:36:49 | NOT_FOUND  | TMDB_NO_MA | Leo, strażnik przyrody 3: odc.48         | Leo, strażnik przyrody                   | P:-   B:-   L:-   M:-  
2026-09-10 09:36:56 | NOT_FOUND  | TMDB_NO_MA | Firebuds 3 EP.50                         | Firebuds 3                               | P:-   B:-   L:-   M:-  
2026-09-10 09:37:04 | NOT_FOUND  | TMDB_NO_MA | Prawda czy fałsz. Psychologia trumpizmu  | Prawda czy fałsz. Psychologia trumpizmu  | P:-   B:-   L:-   M:-  
2026-09-10 09:37:04 | NOT_FOUND  | TMDB_NO_MA | Fuks                                     | Fuks                                     | P:-   B:-   L:-   M:-  
2026-09-10 09:37:04 | NOT_FOUND  | TMDB_NO_MA | Saga Zmierzch: Przed świtem. Część I     | Saga Zmierzch: Przed świtem. Część I     | P:-   B:-   L:-   M:-  
2026-09-10 09:37:31 | NOT_FOUND  | TMDB_NO_MA | Ikje nga biblioteka e z.Limonçelo        | Ikje nga biblioteka e z.Limonçelo        | P:-   B:-   L:-   M:-  
2026-09-10 09:37:31 | NOT_FOUND  | TMDB_NO_MA | Ndarja                                   | Ndarja                                   | P:-   B:-   L:-   M:-  
2026-09-10 09:37:31 | NOT_FOUND  | TMDB_NO_MA | Agjenti 007: Bota nuk mjafton            | Agjenti 007: Bota nuk mjafton            | P:-   B:-   L:-   M:-  
2026-09-10 09:37:31 | NOT_FOUND  | TMDB_NO_MA | Një zgjim i lavdishëm                    | Një zgjim i lavdishëm                    | P:-   B:-   L:-   M:-  
2026-09-10 09:37:31 | NOT_FOUND  | TMDB_NO_MA | Rojtarët e Galaktikës 3                  | Rojtarët e Galaktikës 3                  | P:-   B:-   L:-   M:-  
2026-09-10 09:37:34 | NOT_FOUND  | TMDB_NO_MA | Mbi trupin tënd                          | Mbi trupin tënd                          | P:-   B:-   L:-   M:-  
2026-09-10 09:37:34 | NOT_FOUND  | TMDB_NO_MA | Të Bukura dhe Vdekjeprurëse              | Të Bukura dhe Vdekjeprurëse              | P:-   B:-   L:-   M:-  
2026-09-10 09:37:34 | NOT_FOUND  | TMDB_NO_MA | Ti, Unë dhe Toskana                      | Ti, Unë dhe Toskana                      | P:-   B:-   L:-   M:-  
2026-09-10 09:37:34 | NOT_FOUND  | TMDB_NO_MA | Majk, Nik, Nik dhe Elis                  | Majk, Nik, Nik dhe Elis                  | P:-   B:-   L:-   M:-  
2026-09-10 09:37:38 | NOT_FOUND  | TMDB_NO_MA | Merr dhe lër                             | Merr dhe lër                             | P:-   B:-   L:-   M:-  
2026-09-10 09:37:38 | NOT_FOUND  | TMDB_NO_MA | Mbreti Majmun 2                          | Mbreti Majmun 2                          | P:-   B:-   L:-   M:-  
2026-09-10 09:37:38 | NOT_FOUND  | TMDB_NO_MA | Intuita                                  | Intuita                                  | P:-   B:-   L:-   M:-  
2026-09-10 09:37:38 | NOT_FOUND  | TMDB_NO_MA | Dublantja e nuses                        | Dublantja e nuses                        | P:-   B:-   L:-   M:-  
2026-09-10 09:37:38 | NOT_FOUND  | TMDB_NO_MA | Drakula: Historia e patreguar            | Drakula: Historia e patreguar            | P:-   B:-   L:-   M:-  
2026-09-10 09:37:40 | NOT_FOUND  | TMDB_NO_MA | Dy metra larg teje                       | Dy metra larg teje                       | P:-   B:-   L:-   M:-  
2026-09-10 09:37:40 | NOT_FOUND  | TMDB_NO_MA | Mufasa: Mbreti Luan                      | Mufasa: Mbreti Luan                      | P:-   B:-   L:-   M:-  
2026-09-10 09:37:40 | NOT_FOUND  | TMDB_NO_MA | Sirena e Vogël                           | Sirena e Vogël                           | P:-   B:-   L:-   M:-  
2026-09-10 09:37:40 | NOT_FOUND  | TMDB_NO_MA | Enola Holms                              | Enola Holms                              | P:-   B:-   L:-   M:-  
2026-09-10 09:37:40 | NOT_FOUND  | TMDB_NO_MA | Një polic në Beverly Hills: Aksel F      | Një polic në Beverly Hills: Aksel F      | P:-   B:-   L:-   M:-  
2026-09-10 09:37:43 | NOT_FOUND  | TMDB_NO_MA | Përmes perëndimit - pjesa e katërt       | Përmes perëndimit - pjesa e katërt       | P:-   B:-   L:-   M:-  
2026-09-10 09:37:43 | NOT_FOUND  | TMDB_NO_MA | Shumë vështirë për të vrarë              | Shumë vështirë për të vrarë              | P:-   B:-   L:-   M:-  
2026-09-10 09:37:44 | NOT_FOUND  | TMDB_NO_MA | Renegatët e Beitaunit                    | Renegatët e Beitaunit                    | P:-   B:-   L:-   M:-  
2026-09-10 09:37:44 | NOT_FOUND  | TMDB_NO_MA | Zemërdragoi                              | Zemërdragoi                              | P:-   B:-   L:-   M:-  
2026-09-10 09:37:44 | NOT_FOUND  | TMDB_NO_MA | Tri mbretëritë                           | Tri mbretëritë                           | P:-   B:-   L:-   M:-  
2026-09-10 09:37:45 | NOT_FOUND  | TMDB_NO_MA | Toka e premtuar                          | Toka e premtuar                          | P:-   B:-   L:-   M:-  
2026-09-10 09:37:45 | NOT_FOUND  | TMDB_NO_MA | Katër martesa dhe një funeral            | Katër martesa dhe një funeral            | P:-   B:-   L:-   M:-  
2026-09-10 09:37:45 | NOT_FOUND  | TMDB_NO_MA | Diell dhe portokalle                     | Diell dhe portokalle                     | P:-   B:-   L:-   M:-  
2026-09-10 09:37:45 | NOT_FOUND  | TMDB_NO_MA | Zhizhi                                   | Zhizhi                                   | P:-   B:-   L:-   M:-  
2026-09-10 09:37:45 | NOT_FOUND  | TMDB_NO_MA | Zhelani milioner                         | Zhelani milioner                         | P:-   B:-   L:-   M:-  
2026-09-10 09:37:47 | NOT_FOUND  | TMDB_NO_MA | E paplotësuar                            | E paplotësuar                            | P:-   B:-   L:-   M:-  
2026-09-10 09:37:47 | NOT_FOUND  | TMDB_NO_MA | Këshilltarja e dashurisë                 | Këshilltarja e dashurisë                 | P:-   B:-   L:-   M:-  
2026-09-10 09:37:47 | NOT_FOUND  | TMDB_NO_MA | Klubi i grave të para                    | Klubi i grave të para                    | P:-   B:-   L:-   M:-  
2026-09-10 09:37:48 | NOT_FOUND  | TMDB_NO_MA | Një fundjavë pa internet                 | Një fundjavë pa internet                 | P:-   B:-   L:-   M:-  
2026-09-10 09:37:48 | NOT_FOUND  | TMDB_NO_MA | Loja e dashurisë                         | Loja e dashurisë                         | P:-   B:-   L:-   M:-  
2026-09-10 09:37:49 | NOT_FOUND  | TMDB_NO_MA | Robër të dimrit                          | Robër të dimrit                          | P:-   B:-   L:-   M:-  
2026-09-10 09:37:49 | NOT_FOUND  | TMDB_NO_MA | Mendje vdekjeprurëse                     | Mendje vdekjeprurëse                     | P:-   B:-   L:-   M:-  
2026-09-10 09:37:49 | NOT_FOUND  | TMDB_NO_MA | Sakrifica                                | Sakrifica                                | P:-   B:-   L:-   M:-  
2026-09-10 09:37:49 | NOT_FOUND  | TMDB_NO_MA | I humbur                                 | I humbur                                 | P:-   B:-   L:-   M:-  
2026-09-10 09:37:49 | NOT_FOUND  | TMDB_NO_MA | Xhesi Stoun 4 - Terren i rrezikshëm      | Xhesi Stoun                              | P:-   B:-   L:-   M:-  
